"dataset","type","access","source","provider","experiment","frequency","endpoint","dictionary"
"NorESM2-MM_r1i1p1f1_ssp370_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/NorESM2-MM/ssp370/r1i1p1f1/NorESM2-MM_r1i1p1f1_ssp370_Canarias_day_gn.ncml",""
"NorESM2-MM_r1i1p1f1_ssp585_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/NorESM2-MM/ssp585/r1i1p1f1/NorESM2-MM_r1i1p1f1_ssp585_Canarias_day_gn.ncml",""
"TaiESM1_r1i1p1f1_historical_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/TaiESM1/historical/r1i1p1f1/TaiESM1_r1i1p1f1_historical_Canarias_day_gn.ncml",""
"TaiESM1_r1i1p1f1_ssp126_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/TaiESM1/ssp126/r1i1p1f1/TaiESM1_r1i1p1f1_ssp126_Canarias_day_gn.ncml",""
"TaiESM1_r1i1p1f1_ssp245_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/TaiESM1/ssp245/r1i1p1f1/TaiESM1_r1i1p1f1_ssp245_Canarias_day_gn.ncml",""
"TaiESM1_r1i1p1f1_ssp370_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/TaiESM1/ssp370/r1i1p1f1/TaiESM1_r1i1p1f1_ssp370_Canarias_day_gn.ncml",""
"TaiESM1_r1i1p1f1_ssp585_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/TaiESM1/ssp585/r1i1p1f1/TaiESM1_r1i1p1f1_ssp585_Canarias_day_gn.ncml",""
"UKESM1-0-LL_r1i1p1f2_historical_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/UKESM1-0-LL/historical/r1i1p1f2/UKESM1-0-LL_r1i1p1f2_historical_Canarias_day_gn.ncml",""
"UKESM1-0-LL_r1i1p1f2_ssp126_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/UKESM1-0-LL/ssp126/r1i1p1f2/UKESM1-0-LL_r1i1p1f2_ssp126_Canarias_day_gn.ncml",""
"UKESM1-0-LL_r1i1p1f2_ssp245_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/UKESM1-0-LL/ssp245/r1i1p1f2/UKESM1-0-LL_r1i1p1f2_ssp245_Canarias_day_gn.ncml",""
"UKESM1-0-LL_r1i1p1f2_ssp370_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/UKESM1-0-LL/ssp370/r1i1p1f2/UKESM1-0-LL_r1i1p1f2_ssp370_Canarias_day_gn.ncml",""
"UKESM1-0-LL_r1i1p1f2_ssp585_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/UKESM1-0-LL/ssp585/r1i1p1f2/UKESM1-0-LL_r1i1p1f2_ssp585_Canarias_day_gn.ncml",""
"ACCESS-CM2_r1i1p1f1_historical_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/ACCESS-CM2/historical/r1i1p1f1/ACCESS-CM2_r1i1p1f1_historical_Iberia_day_gn.ncml",""
"ACCESS-CM2_r1i1p1f1_ssp126_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/ACCESS-CM2/ssp126/r1i1p1f1/ACCESS-CM2_r1i1p1f1_ssp126_Iberia_day_gn.ncml",""
"ACCESS-CM2_r1i1p1f1_ssp245_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/ACCESS-CM2/ssp245/r1i1p1f1/ACCESS-CM2_r1i1p1f1_ssp245_Iberia_day_gn.ncml",""
"ACCESS-CM2_r1i1p1f1_ssp370_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/ACCESS-CM2/ssp370/r1i1p1f1/ACCESS-CM2_r1i1p1f1_ssp370_Iberia_day_gn.ncml",""
"ACCESS-CM2_r1i1p1f1_ssp585_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/ACCESS-CM2/ssp585/r1i1p1f1/ACCESS-CM2_r1i1p1f1_ssp585_Iberia_day_gn.ncml",""
"ACCESS-ESM1-5_r1i1p1f1_historical_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/ACCESS-ESM1-5/historical/r1i1p1f1/ACCESS-ESM1-5_r1i1p1f1_historical_Iberia_day_gn.ncml",""
"ACCESS-ESM1-5_r1i1p1f1_ssp126_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/ACCESS-ESM1-5/ssp126/r1i1p1f1/ACCESS-ESM1-5_r1i1p1f1_ssp126_Iberia_day_gn.ncml",""
"ACCESS-ESM1-5_r1i1p1f1_ssp245_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/ACCESS-ESM1-5/ssp245/r1i1p1f1/ACCESS-ESM1-5_r1i1p1f1_ssp245_Iberia_day_gn.ncml",""
"ACCESS-ESM1-5_r1i1p1f1_ssp370_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/ACCESS-ESM1-5/ssp370/r1i1p1f1/ACCESS-ESM1-5_r1i1p1f1_ssp370_Iberia_day_gn.ncml",""
"ACCESS-ESM1-5_r1i1p1f1_ssp585_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/ACCESS-ESM1-5/ssp585/r1i1p1f1/ACCESS-ESM1-5_r1i1p1f1_ssp585_Iberia_day_gn.ncml",""
"BCC-CSM2-MR_r1i1p1f1_historical_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/BCC-CSM2-MR/historical/r1i1p1f1/BCC-CSM2-MR_r1i1p1f1_historical_Iberia_day_gn.ncml",""
"BCC-CSM2-MR_r1i1p1f1_ssp126_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/BCC-CSM2-MR/ssp126/r1i1p1f1/BCC-CSM2-MR_r1i1p1f1_ssp126_Iberia_day_gn.ncml",""
"BCC-CSM2-MR_r1i1p1f1_ssp245_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/BCC-CSM2-MR/ssp245/r1i1p1f1/BCC-CSM2-MR_r1i1p1f1_ssp245_Iberia_day_gn.ncml",""
"BCC-CSM2-MR_r1i1p1f1_ssp370_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/BCC-CSM2-MR/ssp370/r1i1p1f1/BCC-CSM2-MR_r1i1p1f1_ssp370_Iberia_day_gn.ncml",""
"BCC-CSM2-MR_r1i1p1f1_ssp585_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/BCC-CSM2-MR/ssp585/r1i1p1f1/BCC-CSM2-MR_r1i1p1f1_ssp585_Iberia_day_gn.ncml",""
"CESM2-WACCM_r3i1p1f1_historical_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CESM2-WACCM/historical/r3i1p1f1/CESM2-WACCM_r3i1p1f1_historical_Iberia_day_gn.ncml",""
"CESM2-WACCM_r3i1p1f1_ssp245_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CESM2-WACCM/ssp245/r3i1p1f1/CESM2-WACCM_r3i1p1f1_ssp245_Iberia_day_gn.ncml",""
"CESM2-WACCM_r3i1p1f1_ssp585_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CESM2-WACCM/ssp585/r3i1p1f1/CESM2-WACCM_r3i1p1f1_ssp585_Iberia_day_gn.ncml",""
"CESM2_r4i1p1f1_historical_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CESM2/historical/r4i1p1f1/CESM2_r4i1p1f1_historical_Iberia_day_gn.ncml",""
"CESM2_r4i1p1f1_ssp126_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CESM2/ssp126/r4i1p1f1/CESM2_r4i1p1f1_ssp126_Iberia_day_gn.ncml",""
"CESM2_r4i1p1f1_ssp245_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CESM2/ssp245/r4i1p1f1/CESM2_r4i1p1f1_ssp245_Iberia_day_gn.ncml",""
"CESM2_r4i1p1f1_ssp370_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CESM2/ssp370/r4i1p1f1/CESM2_r4i1p1f1_ssp370_Iberia_day_gn.ncml",""
"CESM2_r4i1p1f1_ssp585_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CESM2/ssp585/r4i1p1f1/CESM2_r4i1p1f1_ssp585_Iberia_day_gn.ncml",""
"CMCC-CM2-SR5_r1i1p1f1_historical_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CMCC-CM2-SR5/historical/r1i1p1f1/CMCC-CM2-SR5_r1i1p1f1_historical_Iberia_day_gn.ncml",""
"CMCC-CM2-SR5_r1i1p1f1_ssp126_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CMCC-CM2-SR5/ssp126/r1i1p1f1/CMCC-CM2-SR5_r1i1p1f1_ssp126_Iberia_day_gn.ncml",""
"CMCC-CM2-SR5_r1i1p1f1_ssp245_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CMCC-CM2-SR5/ssp245/r1i1p1f1/CMCC-CM2-SR5_r1i1p1f1_ssp245_Iberia_day_gn.ncml",""
"CMCC-CM2-SR5_r1i1p1f1_ssp370_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CMCC-CM2-SR5/ssp370/r1i1p1f1/CMCC-CM2-SR5_r1i1p1f1_ssp370_Iberia_day_gn.ncml",""
"CMCC-CM2-SR5_r1i1p1f1_ssp585_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CMCC-CM2-SR5/ssp585/r1i1p1f1/CMCC-CM2-SR5_r1i1p1f1_ssp585_Iberia_day_gn.ncml",""
"CMCC-ESM2_r1i1p1f1_historical_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CMCC-ESM2/historical/r1i1p1f1/CMCC-ESM2_r1i1p1f1_historical_Iberia_day_gn.ncml",""
"CMCC-ESM2_r1i1p1f1_ssp126_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CMCC-ESM2/ssp126/r1i1p1f1/CMCC-ESM2_r1i1p1f1_ssp126_Iberia_day_gn.ncml",""
"CMCC-ESM2_r1i1p1f1_ssp245_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CMCC-ESM2/ssp245/r1i1p1f1/CMCC-ESM2_r1i1p1f1_ssp245_Iberia_day_gn.ncml",""
"CMCC-ESM2_r1i1p1f1_ssp370_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CMCC-ESM2/ssp370/r1i1p1f1/CMCC-ESM2_r1i1p1f1_ssp370_Iberia_day_gn.ncml",""
"CMCC-ESM2_r1i1p1f1_ssp585_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CMCC-ESM2/ssp585/r1i1p1f1/CMCC-ESM2_r1i1p1f1_ssp585_Iberia_day_gn.ncml",""
"CNRM-CM6-1_r1i1p1f2_historical_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CNRM-CM6-1/historical/r1i1p1f2/CNRM-CM6-1_r1i1p1f2_historical_Iberia_day_gr.ncml",""
"CNRM-CM6-1_r1i1p1f2_ssp126_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CNRM-CM6-1/ssp126/r1i1p1f2/CNRM-CM6-1_r1i1p1f2_ssp126_Iberia_day_gr.ncml",""
"CNRM-CM6-1_r1i1p1f2_ssp245_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CNRM-CM6-1/ssp245/r1i1p1f2/CNRM-CM6-1_r1i1p1f2_ssp245_Iberia_day_gr.ncml",""
"CNRM-CM6-1_r1i1p1f2_ssp370_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CNRM-CM6-1/ssp370/r1i1p1f2/CNRM-CM6-1_r1i1p1f2_ssp370_Iberia_day_gr.ncml",""
"CNRM-CM6-1_r1i1p1f2_ssp585_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CNRM-CM6-1/ssp585/r1i1p1f2/CNRM-CM6-1_r1i1p1f2_ssp585_Iberia_day_gr.ncml",""
"CNRM-ESM2-1_r1i1p1f2_historical_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CNRM-ESM2-1/historical/r1i1p1f2/CNRM-ESM2-1_r1i1p1f2_historical_Iberia_day_gr.ncml",""
"CNRM-ESM2-1_r1i1p1f2_ssp126_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CNRM-ESM2-1/ssp126/r1i1p1f2/CNRM-ESM2-1_r1i1p1f2_ssp126_Iberia_day_gr.ncml",""
"CNRM-ESM2-1_r1i1p1f2_ssp245_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CNRM-ESM2-1/ssp245/r1i1p1f2/CNRM-ESM2-1_r1i1p1f2_ssp245_Iberia_day_gr.ncml",""
"CNRM-ESM2-1_r1i1p1f2_ssp370_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CNRM-ESM2-1/ssp370/r1i1p1f2/CNRM-ESM2-1_r1i1p1f2_ssp370_Iberia_day_gr.ncml",""
"CNRM-ESM2-1_r1i1p1f2_ssp585_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CNRM-ESM2-1/ssp585/r1i1p1f2/CNRM-ESM2-1_r1i1p1f2_ssp585_Iberia_day_gr.ncml",""
"CanESM5_r1i1p1f1_historical_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CanESM5/historical/r1i1p1f1/CanESM5_r1i1p1f1_historical_Iberia_day_gn.ncml",""
"CanESM5_r1i1p1f1_ssp126_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CanESM5/ssp126/r1i1p1f1/CanESM5_r1i1p1f1_ssp126_Iberia_day_gn.ncml",""
"CanESM5_r1i1p1f1_ssp245_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CanESM5/ssp245/r1i1p1f1/CanESM5_r1i1p1f1_ssp245_Iberia_day_gn.ncml",""
"CanESM5_r1i1p1f1_ssp370_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CanESM5/ssp370/r1i1p1f1/CanESM5_r1i1p1f1_ssp370_Iberia_day_gn.ncml",""
"CanESM5_r1i1p1f1_ssp585_Iberia_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/CanESM5/ssp585/r1i1p1f1/CanESM5_r1i1p1f1_ssp585_Iberia_day_gn.ncml",""
"EC-Earth3-Veg-LR_r1i1p1f1_historical_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/EC-Earth3-Veg-LR/historical/r1i1p1f1/EC-Earth3-Veg-LR_r1i1p1f1_historical_Iberia_day_gr.ncml",""
"EC-Earth3-Veg-LR_r1i1p1f1_ssp126_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/EC-Earth3-Veg-LR/ssp126/r1i1p1f1/EC-Earth3-Veg-LR_r1i1p1f1_ssp126_Iberia_day_gr.ncml",""
"EC-Earth3-Veg-LR_r1i1p1f1_ssp245_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/EC-Earth3-Veg-LR/ssp245/r1i1p1f1/EC-Earth3-Veg-LR_r1i1p1f1_ssp245_Iberia_day_gr.ncml",""
"EC-Earth3-Veg-LR_r1i1p1f1_ssp370_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/EC-Earth3-Veg-LR/ssp370/r1i1p1f1/EC-Earth3-Veg-LR_r1i1p1f1_ssp370_Iberia_day_gr.ncml",""
"EC-Earth3-Veg-LR_r1i1p1f1_ssp585_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/EC-Earth3-Veg-LR/ssp585/r1i1p1f1/EC-Earth3-Veg-LR_r1i1p1f1_ssp585_Iberia_day_gr.ncml",""
"EC-Earth3_r1i1p1f1_historical_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/EC-Earth3/historical/r1i1p1f1/EC-Earth3_r1i1p1f1_historical_Iberia_day_gr.ncml",""
"EC-Earth3_r1i1p1f1_ssp126_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/EC-Earth3/ssp126/r1i1p1f1/EC-Earth3_r1i1p1f1_ssp126_Iberia_day_gr.ncml",""
"EC-Earth3_r1i1p1f1_ssp245_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/EC-Earth3/ssp245/r1i1p1f1/EC-Earth3_r1i1p1f1_ssp245_Iberia_day_gr.ncml",""
"EC-Earth3_r1i1p1f1_ssp370_Iberia_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Iberia/day/EC-Earth3/ssp370/r1i1p1f1/EC-Earth3_r1i1p1f1_ssp370_Iberia_day_gr.ncml",""
